judul,pengarang,klasifikasi,status,genre_utama,subgenre,genre,content,image_url
Sehari Di Taman Surga : Tingkatan - Tingkatan Surga dan Penghuninya,Muhammad bin Ibrahim An - Nu'aim,297.3541,Penyiangan 2025-2,agama,umum,agama umum,sehari di taman surga  tingkatan  tingkatan surga dan penghuninya muhammad bin ibrahim an  nuaim agama umum,/images/no_cover.png
I Am The Best I Am The Winner,"Fortune, Hermes",Fik,Penyiangan 2025-2,umum,umum,umum umum,i am the best i am the winner fortune hermes umum umum,/images/no_cover.png
Ihtisar Hadits Shahih Bukhari,Idrus H. Alkaf,297.221,Penyiangan 2025-2,agama,umum,agama umum,ihtisar hadits shahih bukhari idrus h alkaf agama umum,/images/no_cover.png
99 Kisah Ajaib Penuh Hikmah,Ibnu Nashir Al-Awaji,297.161,Penyiangan 2025-2,agama,umum,agama umum, kisah ajaib penuh hikmah ibnu nashir alawaji agama umum,/images/no_cover.png
Kiat - Kiat Jitu di Tengah Keadaan Sulit,John Afifi,658.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,kiat  kiat jitu di tengah keadaan sulit john afifi teknologi umum,/images/no_cover.png
Kiat - Kiat Jitu di Tengah Keadaan Sulit,John Afifi,658.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,kiat  kiat jitu di tengah keadaan sulit john afifi teknologi umum,/images/no_cover.png
Hal-Hal yang Harus Dilakukan sebelum Umur 20 Tahun : Agar Kelak Sukses dan Bahagia,Heru Setyaka,158.1,Penyiangan 2025-2,umum,umum,umum umum,halhal yang harus dilakukan sebelum umur  tahun  agar kelak sukses dan bahagia heru setyaka umum umum,/images/no_cover.png
Ekspresi Lisan,Purwadi,819.501,Penyiangan 2025-2,sastra,umum,sastra umum,ekspresi lisan purwadi sastra umum,/images/no_cover.png
1 Menit Mengatasi Rasa Percaya Diri Anda !,John Afifi,155,Penyiangan 2025-2,umum,umum,umum umum, menit mengatasi rasa percaya diri anda  john afifi umum umum,/images/no_cover.png
You Can Do It,Nini Subini,152.4,Penyiangan 2025-2,umum,umum,umum umum,you can do it nini subini umum umum,/images/no_cover.png
7 Langkah Ketika Orang Terakhir Meninggalkan kubur Berdasarkan Al-Quran Dan As-Sunah,Indah Permatasari,297.352,Penyiangan 2025-2,agama,anak,agama anak, langkah ketika orang terakhir meninggalkan kubur berdasarkan alquran dan assunah indah permatasari agama anak,/images/no_cover.png
Tetangga dari Surga,Fakhruddin Nursyam,297.613,Penyiangan 2025-2,agama,umum,agama umum,tetangga dari surga fakhruddin nursyam agama umum,/images/no_cover.png
The Miracle Of Giving 2 : Mewujudkan Segala Hajat dan Keinginan dengan Sedekah,Yusuf Mansur,297.4251,Penyiangan 2025-2,agama,umum,agama umum,the miracle of giving   mewujudkan segala hajat dan keinginan dengan sedekah yusuf mansur agama umum,/images/no_cover.png
Diet + Puasa OFD ( Obsessive Fasting Diet ),Gatot Sudaryanto,613.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,diet  puasa ofd  obsessive fasting diet  gatot sudaryanto teknologi umum,/images/no_cover.png
Dengan Keluarga Sakinah Membangun Bisnis Barokah,Eko Widiyanto,920.72,Penyiangan 2025-2,sejarah,umum,sejarah umum,dengan keluarga sakinah membangun bisnis barokah eko widiyanto sejarah umum,/images/no_cover.png
Menjadi Istri yang Layak Dicintai,Dewi Saraswati,155.6,Penyiangan 2025-2,umum,umum,umum umum,menjadi istri yang layak dicintai dewi saraswati umum umum,/images/no_cover.png
275++ Fakta Paling Menakjubkan di Dunia,Muhammad Kamil Abdush-Shamad,500,Penyiangan 2025-2,sains,umum,sains umum, fakta paling menakjubkan di dunia muhammad kamil abdushshamad sains umum,/images/no_cover.png
Aku Pingin Nikah,Fadlan Al Ikhwani,297.431,Penyiangan 2025-2,agama,umum,agama umum,aku pingin nikah fadlan al ikhwani agama umum,/images/no_cover.png
Ikhlas Tanpa Batas : Belajar Hidup Tulus dan Wajar kepada 10 Ulama-Psikolog Klasik / Izza Rohman Nahrowi,Izza Rohman Nahrowi,297.51,Penyiangan 2025-2,agama,umum,agama umum,ikhlas tanpa batas  belajar hidup tulus dan wajar kepada  ulamapsikolog klasik  izza rohman nahrowi izza rohman nahrowi agama umum,/images/no_cover.png
Ajaibnya Tafakkur & Tasyakkur untuk Percepatan Rezeki,Ahmad Zainal Abidin,297.51,Penyiangan 2025-2,agama,umum,agama umum,ajaibnya tafakkur  tasyakkur untuk percepatan rezeki ahmad zainal abidin agama umum,/images/no_cover.png
Sehari Di Taman Surga : Tingkatan - Tingkatan Surga dan Penghuninya,Muhammad bin Ibrahim An - Nu'aim,297.3541,Penyiangan 2025-2,agama,umum,agama umum,sehari di taman surga  tingkatan  tingkatan surga dan penghuninya muhammad bin ibrahim an  nuaim agama umum,/images/no_cover.png
Sehari Di Taman Surga : Tingkatan - Tingkatan Surga dan Penghuninya,Muhammad bin Ibrahim An - Nu'aim,297.3541,Penyiangan 2025-2,agama,umum,agama umum,sehari di taman surga  tingkatan  tingkatan surga dan penghuninya muhammad bin ibrahim an  nuaim agama umum,/images/no_cover.png
I Am The Best I Am The Winner,"Fortune, Hermes",Fik,Penyiangan 2025-2,umum,umum,umum umum,i am the best i am the winner fortune hermes umum umum,/images/no_cover.png
99 Kisah Ajaib Penuh Hikmah,Ibnu Nashir Al-Awaji,297.161,Penyiangan 2025-2,agama,umum,agama umum, kisah ajaib penuh hikmah ibnu nashir alawaji agama umum,/images/no_cover.png
Ihtisar Hadits Shahih Bukhari,Idrus H. Alkaf,297.221,Penyiangan 2025-2,agama,umum,agama umum,ihtisar hadits shahih bukhari idrus h alkaf agama umum,/images/no_cover.png
Kiat - Kiat Jitu di Tengah Keadaan Sulit,John Afifi,658.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,kiat  kiat jitu di tengah keadaan sulit john afifi teknologi umum,/images/no_cover.png
Habiskan Saja Gajimu,Ahmad Gozali,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,habiskan saja gajimu ahmad gozali teknologi umum,/images/no_cover.png
Ekspresi Lisan,Purwadi,819.501,Penyiangan 2025-2,sastra,umum,sastra umum,ekspresi lisan purwadi sastra umum,/images/no_cover.png
Ajaibnya Syukur Atasi Semua Masalah,Rachmat Ramadhana Al-Banjari,297.51,Penyiangan 2025-2,agama,umum,agama umum,ajaibnya syukur atasi semua masalah rachmat ramadhana albanjari agama umum,/images/no_cover.png
1 Menit Mengatasi Rasa Percaya Diri Anda !,John Afifi,155,Penyiangan 2025-2,umum,umum,umum umum, menit mengatasi rasa percaya diri anda  john afifi umum umum,/images/no_cover.png
You Can Do It,Nini Subini,152.4,Penyiangan 2025-2,umum,umum,umum umum,you can do it nini subini umum umum,/images/no_cover.png
7 Langkah Ketika Orang Terakhir Meninggalkan kubur Berdasarkan Al-Quran Dan As-Sunah,Indah Permatasari,297.352,Penyiangan 2025-2,agama,anak,agama anak, langkah ketika orang terakhir meninggalkan kubur berdasarkan alquran dan assunah indah permatasari agama anak,/images/no_cover.png
Tetangga dari Surga,Fakhruddin Nursyam,297.613,Penyiangan 2025-2,agama,umum,agama umum,tetangga dari surga fakhruddin nursyam agama umum,/images/no_cover.png
Diet + Puasa OFD ( Obsessive Fasting Diet ),Gatot Sudaryanto,613.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,diet  puasa ofd  obsessive fasting diet  gatot sudaryanto teknologi umum,/images/no_cover.png
Dengan Keluarga Sakinah Membangun Bisnis Barokah,Eko Widiyanto,920.72,Penyiangan 2025-2,sejarah,umum,sejarah umum,dengan keluarga sakinah membangun bisnis barokah eko widiyanto sejarah umum,/images/no_cover.png
Menjadi Istri yang Layak Dicintai,Dewi Saraswati,155.6,Penyiangan 2025-2,umum,umum,umum umum,menjadi istri yang layak dicintai dewi saraswati umum umum,/images/no_cover.png
275++ Fakta Paling Menakjubkan di Dunia,Muhammad Kamil Abdush-Shamad,500,Penyiangan 2025-2,sains,umum,sains umum, fakta paling menakjubkan di dunia muhammad kamil abdushshamad sains umum,/images/no_cover.png
"Para PSikolog Terkemuka Dunia: Riwayat Hidup,Pokok,Dan Karya",Ladislaus Naisaban,150.1,Penyiangan 2025,umum,umum,umum umum,para psikolog terkemuka dunia riwayat hiduppokokdan karya ladislaus naisaban umum umum,/images/no_cover.png
Ikhlas Tanpa Batas : Belajar Hidup Tulus dan Wajar kepada 10 Ulama-Psikolog Klasik / Izza Rohman Nahrowi,Izza Rohman Nahrowi,297.51,Penyiangan 2025-2,agama,umum,agama umum,ikhlas tanpa batas  belajar hidup tulus dan wajar kepada  ulamapsikolog klasik  izza rohman nahrowi izza rohman nahrowi agama umum,/images/no_cover.png
Ajaibnya Tafakkur & Tasyakkur untuk Percepatan Rezeki,Ahmad Zainal Abidin,297.51,Penyiangan 2025-2,agama,umum,agama umum,ajaibnya tafakkur  tasyakkur untuk percepatan rezeki ahmad zainal abidin agama umum,/images/no_cover.png
"Real Married Catatan Hati Calon Pengantin : Bekal Nikah, dari Ta'aruf sampai Akad Nikah",Megawati D. Iriani,297.431,Penyiangan 2025-2,agama,umum,agama umum,real married catatan hati calon pengantin  bekal nikah dari taaruf sampai akad nikah megawati d iriani agama umum,/images/no_cover.png
"Real Married Catatan Hati Calon Pengantin : Bekal Nikah, dari Ta'aruf sampai Akad Nikah",Megawati D. Iriani,297.431,Penyiangan 2025-2,agama,umum,agama umum,real married catatan hati calon pengantin  bekal nikah dari taaruf sampai akad nikah megawati d iriani agama umum,/images/no_cover.png
"Real Married Catatan Hati Calon Pengantin : Bekal Nikah, dari Ta'aruf sampai Akad Nikah",Megawati D. Iriani,297.431,Penyiangan 2025-2,agama,umum,agama umum,real married catatan hati calon pengantin  bekal nikah dari taaruf sampai akad nikah megawati d iriani agama umum,/images/no_cover.png
I Am The Best I Am The Winner,"Fortune, Hermes",Fik,Penyiangan 2025-2,umum,umum,umum umum,i am the best i am the winner fortune hermes umum umum,/images/no_cover.png
Ihtisar Hadits Shahih Bukhari,Idrus H. Alkaf,297.221,Penyiangan 2025-2,agama,umum,agama umum,ihtisar hadits shahih bukhari idrus h alkaf agama umum,/images/no_cover.png
Habiskan Saja Gajimu,Ahmad Gozali,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,habiskan saja gajimu ahmad gozali teknologi umum,/images/no_cover.png
Habiskan Saja Gajimu,Ahmad Gozali,650.1,Penyiangan 2025-2,teknologi,umum,teknologi umum,habiskan saja gajimu ahmad gozali teknologi umum,/images/no_cover.png
Hal-Hal yang Harus Dilakukan sebelum Umur 20 Tahun : Agar Kelak Sukses dan Bahagia,Heru Setyaka,158.1,Penyiangan 2025-2,umum,umum,umum umum,halhal yang harus dilakukan sebelum umur  tahun  agar kelak sukses dan bahagia heru setyaka umum umum,/images/no_cover.png
Hal-Hal yang Harus Dilakukan sebelum Umur 20 Tahun : Agar Kelak Sukses dan Bahagia,Heru Setyaka,158.1,Penyiangan 2025-2,umum,umum,umum umum,halhal yang harus dilakukan sebelum umur  tahun  agar kelak sukses dan bahagia heru setyaka umum umum,/images/no_cover.png
Ajaibnya Syukur Atasi Semua Masalah,Rachmat Ramadhana Al-Banjari,297.51,Penyiangan 2025-2,agama,umum,agama umum,ajaibnya syukur atasi semua masalah rachmat ramadhana albanjari agama umum,/images/no_cover.png
1 Menit Mengatasi Rasa Percaya Diri Anda !,John Afifi,155,Penyiangan 2025-2,umum,umum,umum umum, menit mengatasi rasa percaya diri anda  john afifi umum umum,/images/no_cover.png
You Can Do It,Nini Subini,152.4,Penyiangan 2025-2,umum,umum,umum umum,you can do it nini subini umum umum,/images/no_cover.png
7 Langkah Ketika Orang Terakhir Meninggalkan kubur Berdasarkan Al-Quran Dan As-Sunah,Indah Permatasari,297.352,Penyiangan 2025-2,agama,anak,agama anak, langkah ketika orang terakhir meninggalkan kubur berdasarkan alquran dan assunah indah permatasari agama anak,/images/no_cover.png
Tetangga dari Surga,Fakhruddin Nursyam,297.613,Penyiangan 2025-2,agama,umum,agama umum,tetangga dari surga fakhruddin nursyam agama umum,/images/no_cover.png
Diet + Puasa OFD ( Obsessive Fasting Diet ),Gatot Sudaryanto,613.2,Penyiangan 2025-2,teknologi,umum,teknologi umum,diet  puasa ofd  obsessive fasting diet  gatot sudaryanto teknologi umum,/images/no_cover.png
Dengan Keluarga Sakinah Membangun Bisnis Barokah,Eko Widiyanto,920.72,Penyiangan 2025-2,sejarah,umum,sejarah umum,dengan keluarga sakinah membangun bisnis barokah eko widiyanto sejarah umum,/images/no_cover.png
275++ Fakta Paling Menakjubkan di Dunia,Muhammad Kamil Abdush-Shamad,500,Penyiangan 2025-2,sains,umum,sains umum, fakta paling menakjubkan di dunia muhammad kamil abdushshamad sains umum,/images/no_cover.png
Membangkitkan Motivasi dalam 1 jam,Uken Junaedi,153.8,Penyiangan 2025-2,umum,umum,umum umum,membangkitkan motivasi dalam  jam uken junaedi umum umum,/images/membangkitkan_motivasi_dalam_1_jam.png
Dengan Keluarga Sakinah Membangun Bisnis Barokah,Eko Widiyanto,920.72,Penyiangan 2025-2,sejarah,umum,sejarah umum,dengan keluarga sakinah membangun bisnis barokah eko widiyanto sejarah umum,/images/no_cover.png
Tips & Trik Menjadi Mc Cerdas Humoris dan Menarik,J. Gemilang,808,Penyiangan 2025-2,sastra,umum,sastra umum,tips  trik menjadi mc cerdas humoris dan menarik j gemilang sastra umum,/images/no_cover.png
Bung Karno : Penyambung Lidah Rakyat Indonesia,Cindy Adams,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,bung karno  penyambung lidah rakyat indonesia cindy adams sejarah umum,/images/no_cover.png
Buku Sakti Public Speaking,"Carnegie, Dale",808,Penyiangan 2025-2,sastra,umum,sastra umum,buku sakti public speaking carnegie dale sastra umum,/images/no_cover.png
Konspirasi : Membongkar Kebusukan Konspirasi paling Menggemparkan di Dunia,Afred Suci,364.4,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,konspirasi  membongkar kebusukan konspirasi paling menggemparkan di dunia afred suci sosial politik umum,/images/no_cover.png
Konspirasi : Membongkar Kebusukan Konspirasi paling Menggemparkan di Dunia,Afred Suci,364.4,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,konspirasi  membongkar kebusukan konspirasi paling menggemparkan di dunia afred suci sosial politik umum,/images/no_cover.png
Kamus Nama Indah Untuk Buah Hati,Indah Dwi Pertiwi,929.4,Penyiangan 2025-2,sejarah,umum,sejarah umum,kamus nama indah untuk buah hati indah dwi pertiwi sejarah umum,/images/no_cover.png
Membangkitkan Motivasi dalam 1 jam,Uken Junaedi,153.8,Penyiangan 2025-2,umum,umum,umum umum,membangkitkan motivasi dalam  jam uken junaedi umum umum,/images/membangkitkan_motivasi_dalam_1_jam.png
Rahasia Sunah : Menyingkap Hikmah Berharga dari Sunah Nabi Muhammad SAW.,Shohihul Hasan,297.405,Penyiangan 2025-2,agama,umum,agama umum,rahasia sunah  menyingkap hikmah berharga dari sunah nabi muhammad saw shohihul hasan agama umum,/images/no_cover.png
Bung Karno : Penyambung Lidah Rakyat Indonesia,Cindy Adams,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,bung karno  penyambung lidah rakyat indonesia cindy adams sejarah umum,/images/no_cover.png
Teknik Mendesain Kebaya Sendiri,Mayang Calosa,746.9,Penyiangan 2025-2,umum,umum,umum umum,teknik mendesain kebaya sendiri mayang calosa umum umum,/images/no_cover.png
Pesawat Habibie : Sayap Sayap Mimpi Indonesia,Arimbi Bimoseno,926,Penyiangan 2025-2,sejarah,umum,sejarah umum,pesawat habibie  sayap sayap mimpi indonesia arimbi bimoseno sejarah umum,/images/no_cover.png
Pesawat Habibie : Sayap Sayap Mimpi Indonesia,Arimbi Bimoseno,926,Penyiangan 2025-2,sejarah,umum,sejarah umum,pesawat habibie  sayap sayap mimpi indonesia arimbi bimoseno sejarah umum,/images/no_cover.png
Melodi Sebuah Rosetta,Marga T,FIK,Penyiangan 2025,umum,umum,umum umum,melodi sebuah rosetta marga t umum umum,/images/no_cover.png
Membangkitkan Motivasi dalam 1 jam,Uken Junaedi,153.8,Penyiangan 2025-2,umum,umum,umum umum,membangkitkan motivasi dalam  jam uken junaedi umum umum,/images/membangkitkan_motivasi_dalam_1_jam.png
Rahasia Sunah : Menyingkap Hikmah Berharga dari Sunah Nabi Muhammad SAW.,Shohihul Hasan,297.405,Penyiangan 2025-2,agama,umum,agama umum,rahasia sunah  menyingkap hikmah berharga dari sunah nabi muhammad saw shohihul hasan agama umum,/images/no_cover.png
Bung Karno : Penyambung Lidah Rakyat Indonesia,Cindy Adams,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,bung karno  penyambung lidah rakyat indonesia cindy adams sejarah umum,/images/no_cover.png
Buku Sakti Public Speaking,"Carnegie, Dale",808,Penyiangan 2025-2,sastra,umum,sastra umum,buku sakti public speaking carnegie dale sastra umum,/images/no_cover.png
Buku Sakti Public Speaking,"Carnegie, Dale",808,Penyiangan 2025-2,sastra,umum,sastra umum,buku sakti public speaking carnegie dale sastra umum,/images/no_cover.png
Konspirasi : Membongkar Kebusukan Konspirasi paling Menggemparkan di Dunia,Afred Suci,364.4,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,konspirasi  membongkar kebusukan konspirasi paling menggemparkan di dunia afred suci sosial politik umum,/images/no_cover.png
Konspirasi : Membongkar Kebusukan Konspirasi paling Menggemparkan di Dunia,Afred Suci,364.4,Penyiangan 2025-2,sosial politik,umum,sosial politik umum,konspirasi  membongkar kebusukan konspirasi paling menggemparkan di dunia afred suci sosial politik umum,/images/no_cover.png
Faris & haji obet: Dia Harus Pergi,Boim Lebon,FIK,Penyiangan 2025,umum,umum,umum umum,faris  haji obet dia harus pergi boim lebon umum umum,/images/no_cover.png
Membangkitkan Motivasi dalam 1 jam,Uken Junaedi,153.8,Penyiangan 2025-2,umum,umum,umum umum,membangkitkan motivasi dalam  jam uken junaedi umum umum,/images/membangkitkan_motivasi_dalam_1_jam.png
Tips & Trik Menjadi Mc Cerdas Humoris dan Menarik,J. Gemilang,808,Penyiangan 2025-2,sastra,umum,sastra umum,tips  trik menjadi mc cerdas humoris dan menarik j gemilang sastra umum,/images/no_cover.png
Bung Karno : Penyambung Lidah Rakyat Indonesia,Cindy Adams,923.1,Penyiangan 2025-2,sejarah,umum,sejarah umum,bung karno  penyambung lidah rakyat indonesia cindy adams sejarah umum,/images/no_cover.png
Buku Sakti Public Speaking,"Carnegie, Dale",808,Penyiangan 2025-2,sastra,umum,sastra umum,buku sakti public speaking carnegie dale sastra umum,/images/no_cover.png
Pesawat Habibie : Sayap Sayap Mimpi Indonesia,Arimbi Bimoseno,926,Penyiangan 2025-2,sejarah,umum,sejarah umum,pesawat habibie  sayap sayap mimpi indonesia arimbi bimoseno sejarah umum,/images/no_cover.png
Pesawat Habibie : Sayap Sayap Mimpi Indonesia,Arimbi Bimoseno,926,Penyiangan 2025-2,sejarah,umum,sejarah umum,pesawat habibie  sayap sayap mimpi indonesia arimbi bimoseno sejarah umum,/images/no_cover.png
"Kaya Seperti Nabi Sulaiman : Keistimewaan , Do'a,",Akhmad Zainal Abidin,297.346,Penyiangan 2025-2,agama,umum,agama umum,kaya seperti nabi sulaiman  keistimewaan  doa akhmad zainal abidin agama umum,/images/no_cover.png
Kumpulan Doa dan Wirid Ibu Hamil : Menjaga Calon Buah Hati dengan Ayat Suci Alquran dan Hadis,Mualimin El- Bansiry,297.541,Penyiangan 2025-2,agama,umum,agama umum,kumpulan doa dan wirid ibu hamil  menjaga calon buah hati dengan ayat suci alquran dan hadis mualimin el bansiry agama umum,/images/no_cover.png
Menikahlah Engkau akan Selamat,M.M Syarif,297.431,Penyiangan 2025-2,agama,umum,agama umum,menikahlah engkau akan selamat mm syarif agama umum,/images/no_cover.png
"Sungguh, Engkau Lebih Cantik Dengan Hijab",Marjan Husaeri Al-Haritsi,297.51,Penyiangan 2025-2,agama,umum,agama umum,sungguh engkau lebih cantik dengan hijab marjan husaeri alharitsi agama umum,/images/no_cover.png
Pendidikan di Indonesia,BP-3 K & YIIS,370.095.98,Penyiangan 2025,sosial politik,umum,sosial politik umum,pendidikan di indonesia bp k  yiis sosial politik umum,/images/no_cover.png
Materi Pokok Pendidikan Matematika 3,"Ruseffendi,S.Pd., M.Sc.",370.15,Penyiangan 2025,sosial politik,umum,sosial politik umum,materi pokok pendidikan matematika  ruseffendispd msc sosial politik umum,/images/no_cover.png
Kisah - Kisah Akhlak Mulia Nabi Muhammad SAW,Nita Candra,297.9,Penyiangan 2025-2,agama,umum,agama umum,kisah  kisah akhlak mulia nabi muhammad saw nita candra agama umum,/images/no_cover.png
24 Kids Stories for Holiday,Adil abdul Halim,297.734,Penyiangan 2025-2,agama,umum,agama umum, kids stories for holiday adil abdul halim agama umum,/images/no_cover.png
